cc_name,mentor,description,issues,youtube_publish_date,updated_at,district,impact_possible,is_impact,impact_in_process,target_official,impact_plan,youtube_publish_date_year,youtube_publish_date_month,youtube_publish_date_day,updated_at_year,updated_at_month,updated_at_day,cta_present,cta_description
 Saroj Kumar Rawani,GRADUATE CC, 5 families haven't been able to avail the PM Awas Yojana. They have been living in broken house made by their grandparents 30yrs back through IAY (indriya gandhi Awas Yojna). CC has guided the families and helped them in writing the application. Also spoke to the Sarpanch. District Chatra Block,anti poverty programs,2020-08-05 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,True,NA, CC has spoken to the Pradhan and will ensure the Awas.,2020,8,5,2022,3,30,True,NA
 Saroj Kumar Rawani,GRADUATE CC,"There is a provision for providing housing to the families living below the poverty line under the Pradhan Mantri Awas Yojana, but 15 Dalit families including Triloko Bharti of Chatra Block Chatra Panchayat Mokatma Village Akauna are not getting the benefit of the housing scheme even after being named in the Sikh data. is getting due to which one has to face a lot of trouble in living",anti poverty programs,2021-10-20 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,True,BDO,"BDO ko aavedan dena hai, video ko share karna hai",2021,10,20,2022,3,30,True,NA
 Saroj Kumar Rawani,GRADUATE CC," Due to the incomplete construction of the toilets in the bus stand in Chatra bus stand for last two years, people coming to the bus stand are facing many problems. The old toilets have been closed for two years because of poor condition. Due to which Chatra bus stand is forced to go out for open defecation.",crumbling infrastructure,2019-06-04 00:00:00.000,2022-11-18 10:44:01.764,CHHATRA,True,False,False,ENGINEER, screen this video to junior engineer for urgent construction of toilets at Chatra main bus stand; as passengers are facing the problem of defecation and urination. They go for open defecation and urination.,2019,6,4,2022,11,18,True,screen this video to junior engineer for urgent construction of toilets at chatra main bus stand; as passengers are facing the problem of defecation and urination. they go for open defecation and urination.
 Saroj Kumar Rawani,GRADUATE CC,"In Jharkhand, a huge rally and one-day dharna demonstration was organized by Chatra District Jal Sahia Sang with its seven-point demand under the banner of 'Jilla Sahia Employees Union'. Their main demand is not honorarium since the honorarium announcement from March 2019. Not to get incentive amount for construction of toilets like there was demand. It is said that honorarium has been paid in other districts. But due to indifference of the department does not have the honorarium of water Sahia for 8 months.",water,2019-09-19 00:00:00.000,2022-11-18 10:44:01.764,CHHATRA,True,False,False,CO, CC must screen this video to deputy commissioner for all their demands at least the work they do get their entitlements.,2019,9,19,2022,11,18,True,screen this video to deputy commissioner for all their demands at least the work they do get their entitlements.
 Saroj Kumar Rawani,GRADUATE CC,District Chatra Prakhand Chatra Panchayat Moktama Gram Aara Ke Malo Devi Nemdhari Ganjhu Sahit 6 elderly people who are older than 60 years are not getting the benefit of the pension scheme.,anti poverty programs,2020-08-06 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,True,NA,"While making the issue video the CC will speak to the Mukiya of the village and include the response in the video. Post publishing of the video it will be sent to Mukiya and the BDO on WhatsApp along with an application. Also, motivate the 8 families to call. If he does not get a response by the end of Aug. 2020 then inform Mentor who will call and re-plan the next steps.",2020,8,6,2022,3,30,False,NA
 Saroj Kumar Rawani,GRADUATE CC," Indra Gandhi started the pension scheme for the elderly people after 60 years, there is a problem of getting pension, including Sitaram Ganjhu village of Purwara village of Devriya, even after repeated applications, there is no benefit of the pension scheme. These divisions are the result of the Chief Minister's labor.",anti poverty programs,2020-10-31 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,True,NA,NA,2020,10,31,2022,3,30,False,NA
 Saroj Kumar Rawani,GRADUATE CC,"In the district Chata, Block- Chatra, village Dadaha, for 80 years, 150 Bhuiya families were living their lives by making a home in the forest land. But now the forest department wants to remove them from their home and land. On the opposition, the forest department is registering cases against the villagers. Now all the villagers are in fear of losing their homes.",forced evictions,2019-06-18 00:00:00.000,2022-11-18 10:44:01.764,CHHATRA,True,False,False,CO, CC can organize a meeting with villagers/community to approach the authority raising the issue not to remove them from their land as they have been living for so many years. Screen this video to the Deputy Commissioner on behalf of the Bhuiya community for reconsidering their decision no to displace people who have been settled down since a long time to their livelihood. And the cases filed against the community people must be withdrawn. People together can write an application for reconsideration on the decision made by forest officials.,2019,6,18,2022,11,18,True,screen this video to the deputy commissioner on behalf of the bhuiya community for reconsidering their decision no to displace people who have been settled down since a long time to their livelihood.
 Saroj Kumar Rawani,GRADUATE CC,The main road of Chatra district is NH 99 which goes from Dobhi to Chatra. Which has been completely converted into a pit 15 km till Bhuyandih Chatra. Due to which thousands of vehicles are facing difficulty in commuting every day. And everyday vehicles are getting accident due to which people are facing a lot of trouble. People have given this information to their fellow representatives - MP and MLA - but no one is paying attention to the condition of the road. The condition of this road is bad since one year.,crumbling infrastructure,2020-08-20 00:00:00.000,2022-04-19 12:47:48.918,CHHATRA,True,True,True,AK,"The locals have spoken to the local MLA for the repair of the roads several times but with no action. Still, it warrants the CC Saroj to speak to him and request the same + inform that he is making the video. As, the problem is long standing and requests by villagers to MP & MLA have not yielded results it is decided to approach (via calls) the Superintending Engineer, Ministry of Road Transport & Highways, (office in Ranchi). The CC will call him and try to send video via WhatsApp. The number will also be put on the video. If CC's efforts fail then in September 2020 Amrita will email and use social media. (video will also be shared with locals via WhatsApp and they will be motivated to call)",2020,8,20,2022,4,19,True,NA
 Saroj Kumar Rawani,GRADUATE CC," Holmgada Khurd Birhor Tola, a village situated just 7 km away from Chatra district headquarters, where 120 people from 21 houses reside, whose houses do not have electricity for 3 years, due to which the Birhor community has to live in darkness.",anti poverty programs,2021-10-04 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,True,BDO," Write an application in the village and give adhikari ko avedan dena hai along with video adhikari ko dikhana hai, aapne video ko share karna hai",2021,10,4,2022,3,30,True,NA
 Saroj Kumar Rawani,GRADUATE CC,"Under the Indra Gandhi Pension Yojana, there is a provision to get semen pension after attaining the age of 60 years, but 4 elders including Virich Bharti of Akona village are not getting the benefit of the pension scheme even after applying several times, due to which these families are unable to live. having a lot of trouble doing",anti poverty programs,2021-05-30 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,True,NA," cc video banane ke baad samuday me video dikhayega sath adhikari ko bhi, uske baad avedan likh kr adhikari ko denge",2021,5,30,2022,3,30,False,NA
 Saroj Kumar Rawani,GRADUATE CC," There is a provision for housing for families living below the poverty line under the Pradhan Mantri Awas Yojana, but 10 families, including Tetari Devi of village Mokatma, have not received housing.",anti poverty programs,2021-05-24 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,False,BDO, video publish ke baad community me dikhana hai saath hi block aadhikari ko aavedan dena hai,2021,5,24,2022,3,30,True,NA
 Saroj Kumar Rawani,GRADUATE CC,"Under the banner of Poshan Sakhi Chatra district one day protest cum hunger strike is being done in which Poshan Sakhi has not received payment for the last 8 months and all Poshan Sakhi are demanding their 5 points. Also, we should be paid for 8 months.",anti poverty programs,2021-11-12 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,True,BDO, NA,2021,11,12,2022,3,30,True,NA
 Saroj Kumar Rawani,GRADUATE CC, District Chatra Block Block Chatra Chatra Gram Panchayat Moktama Village Mokatam including Janti Devi 8 elders are not getting the benefit of pension scheme even after applying two or three times due to which these elders are facing difficulty in living,anti poverty programs,2021-12-03 00:00:00.000,2022-03-30 13:01:53.727,CHHATRA,True,False,True,NA, Will share the video and tell the chief to get the pension form filled,2021,12,3,2022,3,30,True,NA
 Saroj Kumar Rawani,GRADUATE CC,"District Chatra Block Chatra Panchayat Deoria Village Tudag, a water tower and a hand pump have been damaged for the last one year, due to which 200 people of 30 houses in the village have to face the problem of water. The people of the village are quenching their thirst from an old well. Which is far away and now the water is drying up in the summer and dirty water has started coming out due to which the villagers drink water after filtering it through a cloth.",water,2022-05-20 00:00:00.000,2022-07-01 12:50:12.124,CHHATRA,True,False,True,ENGINEER, no matter what happened,2022,5,20,2022,7,1,True,NA
 Saroj Kumar Rawani,GRADUATE CC,"Under the Indira Gandhi Pension Yojana, there is a provision to get pension to the elderly after attaining the age of 60 years. Under this pension, Jharkhand elders get an amount of Rs 1000 per month, but 10 elders including Arjun Thakur of Chatra Panchayat Mokatma Village Kachha, District Chatra Block Even after applying two to three times for three years, the benefit of the pension scheme is not being received, while every time money is spent in submitting the application form, due to which these elders have to face economic loss as well as difficulties in living. is falling",anti poverty programs,2022-11-28 00:00:00.000,2022-12-13 11:11:08.879,CHHATRA,True,False,True,NA,NA,2022,11,28,2022,12,13,True,NA
 Saroj Kumar Rawani,GRADUATE CC,"District Chatra Block Chatra Panchayat Gandhariya Village Raksi Birhor Tola 150 Birhors of 16 houses are living where they were living in cricket houses for 40 years which now all the houses have been completely destroyed due to which these Birhor families are unable to live. The government is facing a lot of trouble while many schemes are run for the extinct primitive tribe family, then these people are still not getting repair or new housing, Budhan Birhor was living in the hut due to the house being damaged, where the hut fell. Budhan Birhor dies due to leaving and the family narrowly escapes.",anti poverty programs,2022-09-06 00:00:00.000,2022-10-05 05:15:20.995,CHHATRA,True,False,True,NA, application has to be given to bdo head dc,2022,9,6,2022,10,5,True,NA
 Saroj Kumar Rawani,GRADUATE CC,"Under the Mukhyamantri Nal Jal Yojana, drinking water was supplied to the village 3 years ago by building a water tower at a cost of Rs. There is a problem of water in the village. There were also 2 chapanal in which water does not come out in one by putting motor of Jalminar and the other is also lying bad for years, due to which 250 people of 30 houses of this village, people of st community of Ghanjhu caste get water from the river. They drink water by filtering it with a cloth and even in cold weather, they are forced to bathe and wash clothes with river water, due to which the villagers also become ill.",water,2022-11-28 00:00:00.000,2022-12-13 11:11:13.100,CHHATRA,True,False,True,NA, NA,2022,11,28,2022,12,13,True,NA
 Beena Bharti,SHIKHA PAHARIN, There is no Anganwadi in this village which is why pregnant women and children do not receive their share of facilities. 450 people reside here.,governance and accountability,2019-03-14 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,CDPO,Write a letter to the CDPO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the CDPO Anshuman input on 18/03/2019 community Screening & Meeting ka aayojan kare puri samasya par samuhik charcha kare Par charcha kare aur likhit application de aur dusari copy par unse receiving le. uprokt sabhi process ko achche se interview sahit shoot bhi karte rhe,2019,3,14,2022,11,18,True,building anganwadi center in the village
 Beena Bharti,SHIKHA PAHARIN, People of the Block do not have ration cards due to which people there are facing a lot of trouble.,governance and accountability,2019-03-17 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,BDO, Write a letter to the BDO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the BDO,2019,3,17,2022,11,18,True,get ration cards
 Beena Bharti,SHIKHA PAHARIN,"This Village does not have toilets, people have to go to the open for defecation.",sanitation,2019-02-17 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,BDO, Write a letter to the BDO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the BDO,2019,2,17,2022,11,18,True,building toilets
 Beena Bharti,SHIKHA PAHARIN, No Anganwadi in this village of 400 people,governance and accountability,2019-06-03 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,CDPO, Write a letter to the CDPO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the CDPO,2019,6,3,2022,11,18,True,start an anganwadi center
 Beena Bharti,SHIKHA PAHARIN, Old age pension is not available to any old people in the village.,anti poverty programs,2019-05-09 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,BDO, Write a letter to the BDO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the BDO,2019,5,9,2022,11,18,True,get old age pension
 Beena Bharti,SHIKHA PAHARIN," Due to lack of ration card for ten families in the village, around 150 people do not get proper nutrition.",anti poverty programs,2019-04-23 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,BDO,"Write a letter to the BDO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the BDO Anshuman Input and feedback given to cc on 30/04/2019 By sending the online application receipt and related documents to the Block of the Community, see the BDO se mile unko video Dikhaye Puri Samasya par baat kare aur online application ki receipt and related documents ko unke pass kar jama second copy par unse receiving le. Uprokt sabhi process ko achche se interview sahit bhi shoot karte rhe.",2019,4,23,2022,11,18,True,get ration card
 Beena Bharti,SHIKHA PAHARIN, Women are going through a lot of troubles due to lack of gas.,governance and accountability,2019-02-16 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,True,False,BDO, Write a letter to the BDO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the BDO,2019,2,16,2022,11,18,True,availability of gas
 Beena Bharti,SHIKHA PAHARIN, 20 people have ration card but still do not get ration which leads to malnutrition,governance and accountability,2019-04-06 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,BDO,"Write a letter to the BDO stating the problems. Take villagers with you and shoot an interview if possible. Keep a copy of the letter. Show the mojo Anshuman Input and feedback given to cc on 15/04/2019 By sending the receipt and related documents to the Block of the Community, BDO se mile unko video Dikhaye Puri Samasya par baat kare aur online application ki receipt aur related documents ko unke paas kar dusari copy par unse receiving le. Uprokt sabhi process ko achche se interview sahit bhi shoot karte rhe.",2019,4,6,2022,11,18,True,get proper ration
 Beena Bharti,SHIKHA PAHARIN, This village has no anganwadi creating malnutrition among children and a lack of healthcare facilities for pregnant mothers.,governance and accountability,2019-01-23 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,BDO,Write a letter to the BDO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the BDO Anshuman input on 24/01/2019 community Screening & Meeting ka aayojan kare puri Samasya par samuhik charcha kare Par charcha kare aur likhit application de aur dusari copy par unse receiving le. uprokt sabhi process ko achche se interview sahit shoot bhi karte rhe,2019,1,23,2022,11,18,True,building of anganwadi center
 Beena Bharti,SHIKHA PAHARIN, No anganwadi in the village.,health,2019-01-21 00:00:00.000,2022-11-18 10:44:01.764,GIRIDIH,True,False,False,BDO,Write a letter to the BDO signed by the villagers. Keep a copy of the letter and submit it to the office. Take some villagers along with you to the office. show this mojo to the BDO Anshuman input on 22/01/2019 community Screening & Meeting ka aayojan kare puri Samasya par samuhik charcha kare Par charcha kare aur likhit application de aur dusari copy par unse receiving le. Uprokt sabhi process ko achche se interview sahit bhi shoot karte rhe.,2019,1,21,2022,11,18,True,building anganwadi in the village
 Mahima Bhengra,NA,"Due to non-inclusion of names in the BPL list, these old rural women of Village Balahiya, Panchayat Semra, Block Chainpur, District Palamu, despite having many schemes of the government, are still deprived of the benefits schemes of the government.",anti poverty programs,2021-01-27 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,True,False,True,BDO," All people's doctors go to the officer and give an application. avedan ke saath saath cvideo screening kare. samuday, e bhi video screening kare",2021,1,27,2022,3,30,True,NA
 Gita Devi,NA,"Village Gauri Amba Khadi of Nawadih Panchayat of Chainpur block of Palamu district has not been provided water facility by water department, there villagers have to go about 2 km to fetch water. There are about 15 to 20 houses which are connected to two wells depend on the distance of which is about 2 to 4 kilometers",water,2021-05-18 00:00:00.000,2022-03-30 13:01:53.727,PALAMU,True,False,True,NA, NA,2021,5,18,2022,3,30,True,NA
 Shikha Paharin,GRADUATE CC,"200 people, including Mesh Pahariya, a resident of Sahebganj district of Jharkhand, have been drinking spring and well water for years. Due to the dirty water, boring was done in the villages under the Solar Aadhaar Jalminar Yojana. A water tank has also been installed but till now the water supply has not started.",water,2021-05-26 00:00:00.000,2022-03-30 13:01:53.727,SAHEBGANJ,True,True,True,NA," Go to the panchayta and talk to the pradhan and raise the issue in the gram sabha, prepare an application and give it to the BDO and panchayat office. Try to put the issue in the local news paper. share video in local whats app group",2021,5,26,2022,3,30,True,NA
 Shikha Paharin,GRADUATE CC,Gram Tetaria Mein Lagbhag 18 Graminon after 2 years the bill has been given more than 5000 ki Dekhkar Gram Virodh karne lage lage lage lage hai logon hai aisa hua hai hai bill ko hum nahi chuka hai payenge yah bill without meter reading Unit Ke Aaya Hai Is Samasya Ko Lekar Gramin Ab Tak Sahibganj Bijali Vibhag Aur Borio Vidhan Sabha Ke Vidhayak Lobin Hembram Ko Likhit Suchna de chuke hain Ki Is Bil Ko Maaf Kiya Ja Sake,power & energy,2020-12-28 00:00:00.000,2022-03-30 13:01:53.727,SAHEBGANJ,True,False,True,NA,NA,2020,12,28,2022,3,30,True,NA
 Shikha Paharin,GRADUATE CC,"Tetaria village has 40 houses in which about 150 people live and use dirty water. Which is long enough and gets soaked in summer. Teen varshon se gaao ke teeno chapakal kharab hai. In the past, 2 to 3 times the borio of Prakhand ke Prakhand Vikas Adhikari ko Avedan dekar Suchna Di gai per Ab Tak Koi Samadhan Nahin hua. Here people are forced to use the water of Jharne because they are not entitled to apply for it.",water,2020-12-23 00:00:00.000,2022-03-30 13:01:53.727,SAHEBGANJ,True,False,True,NA,NA,2020,12,23,2022,3,30,True,NA
 Shikha Paharin,GRADUATE CC,"62 families of Paharia tribe reside at Dev Pahar in Sahebganj district of Jharkhand state. Apart from only health assistant and anganwadi worker, there are no people in the village who have not got corona vaccinated. Community correspondent Shikha Paharin spoke to Chandma Paharia, Samu Paharia, Chandu Paharia over 45 years and 18 years, in which it was known that people are surrounded by rumours. There is no information about an epidemic like Corona. It is necessary for the local administration and officials to make the people of this village aware of Corona, so that vaccination can be done in the village.",health,2021-08-04 00:00:00.000,2022-03-30 13:01:53.727,SAHEBGANJ,False,False,NA,NA,NA,2021,8,4,2022,3,30,NA,NA
 Shikha Paharin,GRADUATE CC,"In the year 2018, the primary school of Dhapani village of Panchayat Birwal Kander under Borio block of Sahibganj district was merged with the school of another village, due to which 103 children of this village are deprived of education for 4 years, in which 22 children go to other villages to study. But the remaining children cannot go to study outside the village due to the long distance, Charlie Malto of the neighboring village says that in March 2022, he went along with the villagers and submitted an application to the Deputy Commissioner of Sahibganj, in which he said that the new teacher should be reinstated. Along with this, the school of this village should be restarted, in which the Deputy Commissioner said that the school will be started soon but the school has not been started yet.",education,2022-07-07 00:00:00.000,2022-08-08 10:02:38.456,SAHEBGANJ,True,False,False,CO," screening video in community, writing application after taking meeting. after this submitting application to Deputy Commissioner",2022,7,7,2022,8,8,True,NA
 Shikha Paharin,GRADUATE CC," Kosari Pahadin, sister of Dharma Pahadiya, resident of district Sahebganj village Champa Pahad, was taken to Delhi in 2010 by a human trafficker named Tara, a resident of Borio block, on the pretext of getting her a job, who has not returned to her home till date.",trafficking & migration,2018-08-23 00:00:00.000,2022-11-18 10:42:09.753,SAHEBGANJ,True,False,False,SP,"go to the police station with family members, write an application and give it to SI. ask to file an FIR. visit local NGO and ask for help. Shakti vahini, and BBA and help in this issue. Anshuman Input on 08/10/2018 CC ke Security aur Peedit ke parivar ke lekar ko kuchh hamare sawal the, CC's se to bat nahi ho pai lekin Manish Bhai ne hamare salo ke jawab diye the, So Community Meeting & Screening ke bad Manish Brother should work according to the plan written by him. Pure Impact Process ko Record karte rhe.",2018,8,23,2022,11,18,True,ladki to upas laya jay
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC," Village Armo, Block-Bermo, District - Bokaro, Sudha Devi of Jharkhand and other thirty families here are having no water facility all depending to drink river water.",water,2020-01-27 00:00:00.000,2022-11-18 10:42:09.753,BOKARO,True,False,False,BDO, cc must screen this video to BDO for immediate solution of the water problem.,2020,1,27,2022,11,18,True,let the authority decide soon for the solution to take for those people who are not getting the water to use for their basic requirements like water as everyone's requirements.
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC," Village Karmatand, Panchayat Khamra, Prakhand Gomiya, District Bokaro, Rameshwar Turi and Petrosh of Jharkhand have been left in trouble due to lack of pension. Many times the petition was made for the pension but the pension was not accepted till today.",anti poverty programs,2019-01-11 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,False,False,CO, screen the video to circle officer if possible the applicant can move with CC for direct approach to the authority to speed up the process as it is too late to receive the pension and govt assistance to their age demands.,2019,1,11,2022,11,18,True,screen the video to circle officer if possible the applicant can move with cc for direct approach to the authority to speed up the process as it is too late to receive the pension and govt assistance to their age demands.
 Halima Ejaz,GURUPRASAD PEDNEKAR,"On one side where rivers have given us the status of mother and on the other side we also pollute it. Ranging from District - Bokaro, Block - Kasmar, village - Talemunga (Garri) to Damodar, the Garga river is a victim of pollution. Due to which the resources of livelihood around the Garga river are in danger, the herbs are being destroyed.",environment,2019-06-25 00:00:00.000,2022-11-18 10:44:01.764,DHANBAD,True,False,False,CO, CC should screen this video to Deputy commissioner for view and to know the problems of Garga River when it is being polluted and from all grounds all animals have been affected by its pollution.,2019,6,25,2022,11,18,True,screen this video to deputy commissioner for view and to know the problems of garga river when it is being polluted and from all grounds all animals have been affected by its pollution.
 Mary Nisha Hansda,HARIHAR NAGBANSI,"Efforts are being made by the Drinking Water Supply Department to provide water to the residents of Godda city from Sundar Dam located in Boarijor block. While the villagers of Garbhu Tola and Sini village, about 6 km away from Sunder Dam, have been yearning for pure drinking water for many years.",power & energy,2018-09-26 00:00:00.000,2022-11-18 10:44:01.764,GONDA,True,False,False,DC,"Screen video to DC, make an application sign by villagers. Submit to DC. ask to install hand dump in local village. Additional Detail from CC-by Anshuman on 22/10/2018 Godda City's MPs who belong to BJP party promised that they will win the 2014 elections and give water to the people of the city through dams, 2019 elections are coming. Isliye upar davav hai paani dene ka. Gaon ne paani nahi hai isliye Gaon walo ka Virodh hai, wo chahate hai ki dam se unke Gaon me pipeline se pine ke water ki supply ho. The village walo se sansad jo ki JMM Party se hai unka rukh nahi hai. They say that Goan ke log aandolan kare to ham pichhe se sath me hai. The SDO (Anumandal Adhikari) is in support of giving water to the villagers, but his transfer has been done, the support of the local media community is not working. Anshuman input & feed back to CC on 22/10/2018 Sabhi process ko achche se interview sahit bhi shoot karte rhe. On the other hand, let's see if the community is not able to vote in 2019 with the slogan of not getting votes? Anshuman Updated on 12/01/2019 DM Godda Sahar residents were given water supply, Mary Nisha Hansda Jee ne Community I can't get water even in the sea, I can't see it There will be water in the city, at last the supply of water to the city has not started due to the pressure of the virus, DM Madam has assured that we will pray that you will get water soon, said the SDO (Anumandal Adhikari) Ki ham next week aapke gaon aayege, Halaki DM sabko dara bhi rhi thi ki agar aap log paani nahi jane dege to sabhi ke khilaaf hoga hoga lekin community ke log fir bhi nhi dare.",2018,9,26,2022,11,18,True,there was some kind of water in the village.
 Ravinder Baraik,SHIKHA PAHARIN," There are many problems arising due to lack of ration card for 10 people of village -Khatkhura, Khuti-District, Block-Rania. The problem has been reached to the block office. Very poor families are somehow running their existence by doing daily wages.",governance and accountability,2019-07-26 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,False,True,False,BSO, Screen this video to BSO for obtaining ration card for these families who are in need of ration for their livelihood subsistence who are really poor.,2019,7,26,2022,11,18,NA,NA
 Ravinder Baraik,SHIKHA PAHARIN,"Khunti -District, Block-Rania, Panchayat-Khuntga, Phillip Kandluna of village-Kodakel has made it online for 6 years to get the name added to the Ration card which has not yet been made. There is a lot of trouble happening. Ration card is the PHH but the name of the 3 members, which is 15 kilos, is a very poor family, they should become an AAY ration card in the phone space.",anti poverty programs,2019-06-24 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,True,False,True,BDO, cc should screen this video to BDO immediately to take action by providing rations to all family members which are not included through AAY card.,2019,6,24,2022,11,18,True,screen this video to bdo immediately to take action by providing rations to all family members which are not included through aay card.
 Ravinder Baraik,SHIKHA PAHARIN,"Khuti-District, Block-Rania, Lila Devi's pension old of village-Khatkhura is not getting the pension, which is causing much trouble. Applying to the Block Office has been a year. After the death of her husband, she cannot even work. There is a lot of trouble happening. If their old age pension becomes a reality, then the problem can be overcome.",governance and accountability,2019-07-26 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,True,False,False,BDO, screen this video to BDO for action to the needy as livelihood options.,2019,7,26,2022,11,18,True,screen this video to bdo for action to the needy as livelihood options.
 Ravinder Baraik,SHIKHA PAHARIN," The people of this tolla are having a lot of trouble because of the spoilage of Khunti-District, Block-Rania, Village-Token Tarkan Tolla. There is a choice in this group, which is dependent on 15-20 families. But during the rainy days, the water in the chaos gets dirty water. Thereby, there is a lot of trouble for pure water. If there is repair of bad Hand-pump, then there is no problem for pure water.",water,2019-06-24 00:00:00.000,2022-11-18 10:44:01.764,KHUNTI,True,False,False,DWSO,screen this video to DWSO for immediate renovation of tube wells otherwise people fail will have to walk far off distance for water has been a great difficult for the villagers in fetching water.,2019,6,24,2022,11,18,True,screen this video to dwso for immediate renovation of tube wells otherwise people fail will have to walk far off distance for water has been a great difficult for the villagers in fetching water.
 Elizabeth Murmu,NA," District - Sahebganj, Block-Patna, Panchayat- Shiva Pahad Hiranpur, main road of Barharva, Mauja-Amagachi and Shiva Pahad river bridge has been cracked for six years and for four months it has stopped crossing the edge of this bridge from Bridge. From this bridge, four thousand five thousand people are forced to keep their lives at risk every day.",crumbling infrastructure,2019-06-24 00:00:00.000,2022-11-18 10:44:01.764,PAAKUR,True,False,False,DC, CC must screen this video to District Development Commissioner for reviewing the bridge construction and construct it instantly for commuters sake as their life's safety and security is in danger.,2019,6,24,2022,11,18,True,screen this video to district development commissioner for reviewing the bridge construction and construct it instantly for commuters sake as their life's safety and security is in danger.
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC," Block Road, Western Sasbeda, Block- Gomia, District Bokaro, Chapakal is bad for two years. Kiran Devi and all the people here submitted an application to get it made, but no hearing has been held so far. You have to do all the household work with filtered water under compulsion.",governance and accountability,2019-08-27 00:00:00.000,2022-11-18 10:42:09.753,BOKARO,True,False,False,BDO, CC has to screen this for immediate effect in bringing solution.,2019,8,27,2022,11,18,True,screen to the bdo for action.
Dimpi Singh,NO,"Due to lack of boundary wall in Nawadih Primary School under Domachanch Bangakhalar Panchayat of Koderma District Block, animals make the school and premises dirty. Due to which the children have difficulty in playing and the children themselves have to clean the mess.",education,2018-12-11 00:00:00.000,2023-01-23 04:47:56.918,KODERMA,True,True,True,BEO, Screen this video to BEO for an urgent need of boundary. So that children need not to clean the campus and will not refrain from playing games for their healthy bodies and minds.,2018,12,11,2023,1,23,True,NA
 Saroj Kumar Rawani,GRADUATE CC," People from 10 houses including Pratima Devi of District Chatra, Block Kanhachatti, Village Teliya Nawadih have not got the benefit of Ujjwala scheme even after applying several times. Due to which these families are facing a lot of problems.",power & energy,2019-08-21 00:00:00.000,2022-11-18 10:44:01.764,CHHATRA,True,False,False,BDO, CC must Screen this video to BDO for immediate connection of 10 families to be safe from smoke.,2019,8,21,2022,11,18,True,screen this video to bdo for immediate connection of 10 families to be safe from smoke.
 Saroj Kumar Rawani,GRADUATE CC," Kunti Devi of District Chatra, Block Kanhachatti, Rajpur Village, despite being Divyang for 10 years, is not getting the benefit of pension scheme. She has applied twice after making the certificate 6 years ago. Still they are not getting pension. Which is facing a lot of trouble.",livelihoods,2019-08-22 00:00:00.000,2022-11-18 10:44:01.764,CHHATRA,True,True,False,BDO,CC must screen this video to BDO with all its certificate for the divyang pension for a needy person for the livelihood.,2019,8,22,2022,11,18,True,NA
 Nabor Kerketta Goreti Kujur (maria Goerti),GRADUATE CC," In the district of Bokaro, Block Gomia, Village Purvi Sasbeda Phulmani and Patricia Toppo have been tried several times but till date they have not received their pension whose financial situation is very bad. It has been a problem for them to sustain their livelihood smoothly.",livelihoods,2017-12-09 00:00:00.000,2022-11-18 10:44:01.764,BOKARO,True,True,False,YN, screen,2017,12,9,2022,11,18,True,"yashwant nayak, co, gomiya"
